quarter,time_dk,spot_price_eur,pred_imbalance_eur,pred_spread_eur,q10_price_eur,q90_price_eur,quantile_range,p_ratio,bid_action,bid_limit_price_eur,bid_volume_mw,status
Q38,2026-09-22 09:15,217.56,245.3,27.74,110.82,333.03,€110.8 - €333.0,27.5% Up / 50.7% Dn,BUY Spot (Long),222.56,3.1,Fixed Pre-Auction Bid
Q39,2026-09-22 09:30,191.43,213.6,22.17,98.23,292.7,€98.2 - €292.7,21.8% Up / 57.4% Dn,BUY Spot (Long),196.43,1.5,Fixed Pre-Auction Bid
Q40,2026-09-22 09:45,166.18,152.84,-13.34,84.55,270.69,€84.5 - €270.7,20.9% Up / 58.7% Dn,SELL Spot (Short),161.18,10.4,Fixed Pre-Auction Bid
Q41,2026-09-22 10:00,185.2,147.85,-37.35,97.75,244.63,€97.8 - €244.6,13.1% Up / 63.6% Dn,SELL Spot (Short),180.2,10.9,Fixed Pre-Auction Bid
Q42,2026-09-22 10:15,174.15,157.96,-16.19,102.85,250.38,€102.8 - €250.4,25.6% Up / 49.9% Dn,SELL Spot (Short),169.15,9.4,Fixed Pre-Auction Bid
Q43,2026-09-22 10:30,167.26,162.72,-4.54,101.16,248.62,€101.2 - €248.6,22.7% Up / 50.3% Dn,SELL Spot (Short),164.99,5.1,Fixed Pre-Auction Bid
Q44,2026-09-22 10:45,164.51,172.32,7.81,102.23,246.39,€102.2 - €246.4,22.7% Up / 50.2% Dn,BUY Spot (Long),168.41,1.7,Fixed Pre-Auction Bid
Q45,2026-09-22 11:00,163.54,178.03,14.49,97.86,247.19,€97.9 - €247.2,23.1% Up / 50.4% Dn,BUY Spot (Long),168.54,1.9,Fixed Pre-Auction Bid
Q46,2026-09-22 11:15,151.1,157.69,6.59,82.75,234.15,€82.8 - €234.2,23.7% Up / 48.7% Dn,BUY Spot (Long),154.39,1.8,Fixed Pre-Auction Bid
Q47,2026-09-22 11:30,144.98,158.24,13.26,77.35,229.56,€77.3 - €229.6,24.9% Up / 50.1% Dn,BUY Spot (Long),149.98,2.4,Fixed Pre-Auction Bid
Q48,2026-09-22 11:45,137.48,151.44,13.96,68.2,162.14,€68.2 - €162.1,15.2% Up / 58.4% Dn,BUY Spot (Long),142.48,1.0,Fixed Pre-Auction Bid
Q49,2026-09-22 12:00,129.66,141.84,12.18,55.87,219.74,€55.9 - €219.7,27.9% Up / 48.3% Dn,BUY Spot (Long),134.66,3.2,Fixed Pre-Auction Bid
Q50,2026-09-22 12:15,129.95,136.12,6.17,54.65,215.83,€54.6 - €215.8,27.1% Up / 46.1% Dn,BUY Spot (Long),133.03,2.5,Fixed Pre-Auction Bid
Q51,2026-09-22 12:30,124.65,129.41,4.76,52.37,200.91,€52.4 - €200.9,27.5% Up / 48.5% Dn,BUY Spot (Long),127.03,2.1,Fixed Pre-Auction Bid
Q52,2026-09-22 12:45,120.26,126.88,6.62,46.48,198.15,€46.5 - €198.2,27.3% Up / 49.7% Dn,BUY Spot (Long),123.57,2.6,Fixed Pre-Auction Bid
Q53,2026-09-22 13:00,123.89,136.61,12.72,47.84,202.42,€47.8 - €202.4,27.0% Up / 47.2% Dn,BUY Spot (Long),128.89,3.0,Fixed Pre-Auction Bid
Q54,2026-09-22 13:15,121.57,125.69,4.12,49.14,201.57,€49.1 - €201.6,27.8% Up / 49.9% Dn,BUY Spot (Long),123.63,1.9,Fixed Pre-Auction Bid
Q55,2026-09-22 13:30,120.29,127.16,6.87,47.84,207.28,€47.8 - €207.3,28.3% Up / 48.3% Dn,BUY Spot (Long),123.73,2.9,Fixed Pre-Auction Bid
Q56,2026-09-22 13:45,118.04,124.93,6.89,46.56,196.24,€46.6 - €196.2,28.9% Up / 46.4% Dn,BUY Spot (Long),121.48,3.1,Fixed Pre-Auction Bid
Q57,2026-09-22 14:00,122.41,138.67,16.26,52.47,197.46,€52.5 - €197.5,29.2% Up / 42.9% Dn,BUY Spot (Long),127.41,3.6,Fixed Pre-Auction Bid
Q58,2026-09-22 14:15,125.36,195.39,70.03,60.09,186.0,€60.1 - €186.0,29.0% Up / 42.9% Dn,BUY Spot (Long),130.36,3.5,Fixed Pre-Auction Bid
Q59,2026-09-22 14:30,122.76,137.91,15.15,59.63,177.76,€59.6 - €177.8,28.7% Up / 45.4% Dn,BUY Spot (Long),127.76,3.4,Fixed Pre-Auction Bid
Q60,2026-09-22 14:45,126.46,185.69,59.23,63.18,181.76,€63.2 - €181.8,28.7% Up / 43.3% Dn,BUY Spot (Long),131.46,3.4,Fixed Pre-Auction Bid
Q61,2026-09-22 15:00,127.34,151.08,23.74,64.98,187.17,€65.0 - €187.2,29.2% Up / 41.4% Dn,BUY Spot (Long),132.34,3.6,Fixed Pre-Auction Bid
Q62,2026-09-22 15:15,130.23,210.05,79.82,66.14,193.67,€66.1 - €193.7,29.3% Up / 41.9% Dn,BUY Spot (Long),135.23,3.6,Fixed Pre-Auction Bid
Q63,2026-09-22 15:30,138.52,148.53,10.01,67.05,187.16,€67.0 - €187.2,25.7% Up / 46.3% Dn,BUY Spot (Long),143.52,2.6,Fixed Pre-Auction Bid
Q64,2026-09-22 15:45,150.08,166.06,15.98,69.11,231.54,€69.1 - €231.5,28.2% Up / 46.9% Dn,BUY Spot (Long),155.08,3.3,Fixed Pre-Auction Bid
Q65,2026-09-22 16:00,145.87,165.86,19.99,67.75,243.59,€67.8 - €243.6,29.7% Up / 46.7% Dn,BUY Spot (Long),150.87,3.7,Fixed Pre-Auction Bid
Q66,2026-09-22 16:15,159.25,193.36,34.11,65.09,270.96,€65.1 - €271.0,28.0% Up / 43.9% Dn,BUY Spot (Long),164.25,3.2,Fixed Pre-Auction Bid
Q67,2026-09-22 16:30,184.01,222.44,38.43,80.06,287.46,€80.1 - €287.5,22.0% Up / 40.3% Dn,BUY Spot (Long),189.01,1.6,Fixed Pre-Auction Bid
Q68,2026-09-22 16:45,211.17,239.68,28.51,100.43,342.42,€100.4 - €342.4,23.9% Up / 38.1% Dn,BUY Spot (Long),216.17,2.1,Fixed Pre-Auction Bid
Q69,2026-09-22 17:00,162.86,177.43,14.57,66.65,296.78,€66.7 - €296.8,29.9% Up / 46.4% Dn,BUY Spot (Long),167.86,3.8,Fixed Pre-Auction Bid
Q70,2026-09-22 17:15,209.42,214.55,5.13,61.34,322.86,€61.3 - €322.9,30.5% Up / 38.5% Dn,BUY Spot (Long),211.98,2.7,Fixed Pre-Auction Bid
Q71,2026-09-22 17:30,240.01,243.15,3.14,95.37,341.69,€95.4 - €341.7,25.9% Up / 33.6% Dn,BUY Spot (Long),241.58,1.5,Fixed Pre-Auction Bid
Q72,2026-09-22 17:45,286.55,248.04,-38.51,84.99,399.55,€85.0 - €399.6,28.1% Up / 33.0% Dn,SELL Spot (Short),281.55,4.6,Fixed Pre-Auction Bid
Q73,2026-09-22 18:00,254.76,264.85,10.09,118.96,405.4,€119.0 - €405.4,32.6% Up / 29.2% Dn,BUY Spot (Long),259.76,4.5,Fixed Pre-Auction Bid
Q74,2026-09-22 18:15,321.77,287.9,-33.87,73.55,397.64,€73.5 - €397.6,22.2% Up / 31.2% Dn,SELL Spot (Short),316.77,4.1,Fixed Pre-Auction Bid
Q75,2026-09-22 18:30,424.59,396.44,-28.15,163.78,501.95,€163.8 - €501.9,23.2% Up / 28.2% Dn,SELL Spot (Short),419.59,3.3,Fixed Pre-Auction Bid
Q76,2026-09-22 18:45,519.64,487.74,-31.9,220.14,712.1,€220.1 - €712.1,27.6% Up / 27.1% Dn,SELL Spot (Short),514.64,3.0,Fixed Pre-Auction Bid
Q77,2026-09-22 19:00,577.12,547.9,-29.22,307.27,768.37,€307.3 - €768.4,27.6% Up / 27.1% Dn,SELL Spot (Short),572.12,3.0,Fixed Pre-Auction Bid
Q78,2026-09-22 19:15,663.25,632.31,-30.94,389.83,854.5,€389.8 - €854.5,25.0% Up / 33.8% Dn,SELL Spot (Short),658.25,4.9,Fixed Pre-Auction Bid
Q79,2026-09-22 19:30,655.3,637.01,-18.29,417.49,857.31,€417.5 - €857.3,22.2% Up / 25.7% Dn,SELL Spot (Short),650.3,2.6,Fixed Pre-Auction Bid
Q80,2026-09-22 19:45,542.94,524.7,-18.24,317.98,787.06,€318.0 - €787.1,32.3% Up / 27.5% Dn,SELL Spot (Short),537.94,3.1,Fixed Pre-Auction Bid
Q81,2026-09-22 20:00,553.85,517.19,-36.66,300.07,743.95,€300.1 - €744.0,24.9% Up / 25.2% Dn,SELL Spot (Short),548.85,2.5,Fixed Pre-Auction Bid
Q82,2026-09-22 20:15,448.55,444.25,-4.3,272.26,690.85,€272.3 - €690.9,34.9% Up / 29.9% Dn,SELL Spot (Short),446.4,2.3,Fixed Pre-Auction Bid
Q83,2026-09-22 20:30,393.72,394.55,0.83,211.91,610.18,€211.9 - €610.2,37.6% Up / 30.1% Dn,HOLD (No Bid),393.72,0.0,Fixed Pre-Auction Bid
Q84,2026-09-22 20:45,360.94,370.8,9.86,203.75,586.64,€203.8 - €586.6,40.1% Up / 28.9% Dn,BUY Spot (Long),365.87,6.6,Fixed Pre-Auction Bid
Q85,2026-09-22 21:00,317.49,327.26,9.77,166.77,526.64,€166.8 - €526.6,41.8% Up / 29.6% Dn,BUY Spot (Long),322.38,7.1,Fixed Pre-Auction Bid
Q86,2026-09-22 21:15,294.5,306.85,12.35,155.39,465.98,€155.4 - €466.0,54.7% Up / 23.4% Dn,BUY Spot (Long),299.5,9.9,Fixed Pre-Auction Bid
Q87,2026-09-22 21:30,293.36,307.32,13.96,193.02,462.85,€193.0 - €462.9,64.8% Up / 16.6% Dn,BUY Spot (Long),298.36,11.1,Fixed Pre-Auction Bid
Q88,2026-09-22 21:45,257.4,279.96,22.56,153.44,489.26,€153.4 - €489.3,65.7% Up / 17.1% Dn,BUY Spot (Long),262.4,11.2,Fixed Pre-Auction Bid
Q89,2026-09-22 22:00,258.98,274.14,15.16,147.81,439.03,€147.8 - €439.0,63.7% Up / 17.5% Dn,BUY Spot (Long),263.98,10.9,Fixed Pre-Auction Bid
Q90,2026-09-22 22:15,253.68,277.57,23.89,154.68,423.13,€154.7 - €423.1,58.7% Up / 19.2% Dn,BUY Spot (Long),258.68,10.4,Fixed Pre-Auction Bid
Q91,2026-09-22 22:30,249.78,272.29,22.51,154.66,440.9,€154.7 - €440.9,59.3% Up / 16.1% Dn,BUY Spot (Long),254.78,10.4,Fixed Pre-Auction Bid
Q92,2026-09-22 22:45,225.56,252.77,27.21,134.56,424.61,€134.6 - €424.6,50.9% Up / 17.5% Dn,BUY Spot (Long),230.56,9.5,Fixed Pre-Auction Bid
Q93,2026-09-22 23:00,226.03,245.14,19.11,137.36,366.94,€137.4 - €366.9,38.9% Up / 28.0% Dn,BUY Spot (Long),231.03,6.3,Fixed Pre-Auction Bid
Q94,2026-09-22 23:15,214.54,228.93,14.39,127.44,333.76,€127.4 - €333.8,23.1% Up / 50.6% Dn,BUY Spot (Long),219.54,1.9,Fixed Pre-Auction Bid
Q95,2026-09-22 23:30,210.21,228.12,17.91,129.76,299.39,€129.8 - €299.4,24.7% Up / 47.9% Dn,BUY Spot (Long),215.21,2.3,Fixed Pre-Auction Bid
Q96,2026-09-22 23:45,201.18,215.97,14.79,122.13,288.22,€122.1 - €288.2,23.1% Up / 44.7% Dn,BUY Spot (Long),206.18,1.9,Fixed Pre-Auction Bid
