quarter,time_dk,spot_price_eur,pred_imbalance_eur,pred_spread_eur,q10_price_eur,q90_price_eur,quantile_range,p_ratio,bid_action,bid_limit_price_eur,bid_volume_mw,status
Q35,2026-09-21 08:30,129.51,136.94,7.43,30.54,238.93,€30.5 - €238.9,30.6% Up / 51.3% Dn,BUY Spot (Long),133.22,3.7,Fixed Pre-Auction Bid
Q36,2026-09-21 08:45,78.24,73.96,-4.28,-9.6,177.69,€-9.6 - €177.7,29.2% Up / 55.7% Dn,SELL Spot (Short),76.1,5.1,Fixed Pre-Auction Bid
Q37,2026-09-21 09:00,89.9,84.29,-5.61,-6.52,177.25,€-6.5 - €177.2,29.4% Up / 53.7% Dn,SELL Spot (Short),87.09,6.7,Fixed Pre-Auction Bid
Q38,2026-09-21 09:15,73.89,64.69,-9.2,-11.98,196.4,€-12.0 - €196.4,27.5% Up / 55.7% Dn,SELL Spot (Short),69.29,10.0,Fixed Pre-Auction Bid
Q39,2026-09-21 09:30,29.31,13.6,-15.71,-16.5,132.91,€-16.5 - €132.9,13.4% Up / 68.9% Dn,SELL Spot (Short),24.31,11.5,Fixed Pre-Auction Bid
Q40,2026-09-21 09:45,18.46,-9.39,-27.85,-26.14,85.9,€-26.1 - €85.9,15.8% Up / 66.4% Dn,SELL Spot (Short),13.46,11.2,Fixed Pre-Auction Bid
Q41,2026-09-21 10:00,31.99,7.7,-24.29,-7.85,81.88,€-7.8 - €81.9,27.9% Up / 57.0% Dn,SELL Spot (Short),26.99,10.2,Fixed Pre-Auction Bid
Q42,2026-09-21 10:15,8.26,-7.42,-15.68,-11.51,47.85,€-11.5 - €47.9,16.3% Up / 63.4% Dn,SELL Spot (Short),3.26,10.9,Fixed Pre-Auction Bid
Q43,2026-09-21 10:30,4.31,-3.48,-7.79,-7.81,35.01,€-7.8 - €35.0,23.9% Up / 56.4% Dn,SELL Spot (Short),0.41,9.8,Fixed Pre-Auction Bid
Q44,2026-09-21 10:45,1.02,-4.91,-5.93,-11.1,31.97,€-11.1 - €32.0,24.4% Up / 56.0% Dn,SELL Spot (Short),-1.94,7.3,Fixed Pre-Auction Bid
Q45,2026-09-21 11:00,4.31,-5.04,-9.35,-26.08,25.76,€-26.1 - €25.8,26.3% Up / 46.0% Dn,SELL Spot (Short),-0.37,8.3,Fixed Pre-Auction Bid
Q46,2026-09-21 11:15,2.01,-1.99,-4.0,-12.38,31.64,€-12.4 - €31.6,27.1% Up / 52.7% Dn,SELL Spot (Short),0.01,4.6,Fixed Pre-Auction Bid
Q47,2026-09-21 11:30,1.38,3.06,1.68,-16.47,33.49,€-16.5 - €33.5,27.6% Up / 52.1% Dn,BUY Spot (Long),2.22,1.2,Fixed Pre-Auction Bid
Q48,2026-09-21 11:45,1.38,3.78,2.4,-17.11,10.26,€-17.1 - €10.3,24.7% Up / 57.7% Dn,BUY Spot (Long),2.58,1.2,Fixed Pre-Auction Bid
Q49,2026-09-21 12:00,2.44,3.19,0.75,-18.59,32.44,€-18.6 - €32.4,27.9% Up / 49.9% Dn,HOLD (No Bid),2.44,0.0,Fixed Pre-Auction Bid
Q50,2026-09-21 12:15,2.45,1.93,-0.52,-15.52,36.07,€-15.5 - €36.1,27.7% Up / 53.2% Dn,HOLD (No Bid),2.45,0.0,Fixed Pre-Auction Bid
Q51,2026-09-21 12:30,2.44,3.57,1.13,-16.16,24.71,€-16.2 - €24.7,28.5% Up / 52.8% Dn,HOLD (No Bid),2.44,0.0,Fixed Pre-Auction Bid
Q52,2026-09-21 12:45,2.47,4.69,2.22,-16.57,27.81,€-16.6 - €27.8,25.8% Up / 54.6% Dn,BUY Spot (Long),3.58,1.2,Fixed Pre-Auction Bid
Q53,2026-09-21 13:00,2.71,-1.31,-4.02,-24.17,19.4,€-24.2 - €19.4,21.4% Up / 56.3% Dn,SELL Spot (Short),0.7,4.8,Fixed Pre-Auction Bid
Q54,2026-09-21 13:15,2.68,-1.36,-4.04,-22.37,15.8,€-22.4 - €15.8,19.3% Up / 56.8% Dn,SELL Spot (Short),0.66,4.8,Fixed Pre-Auction Bid
Q55,2026-09-21 13:30,2.46,-1.41,-3.87,-23.29,18.83,€-23.3 - €18.8,19.0% Up / 57.3% Dn,SELL Spot (Short),0.52,4.6,Fixed Pre-Auction Bid
Q56,2026-09-21 13:45,2.44,-1.38,-3.82,-23.72,17.96,€-23.7 - €18.0,19.0% Up / 57.4% Dn,SELL Spot (Short),0.53,4.6,Fixed Pre-Auction Bid
Q57,2026-09-21 14:00,2.47,-1.58,-4.05,-24.64,13.24,€-24.6 - €13.2,22.2% Up / 59.5% Dn,SELL Spot (Short),0.45,5.0,Fixed Pre-Auction Bid
Q58,2026-09-21 14:15,2.48,0.1,-2.38,-20.56,23.32,€-20.6 - €23.3,22.3% Up / 58.5% Dn,SELL Spot (Short),1.29,2.6,Fixed Pre-Auction Bid
Q59,2026-09-21 14:30,2.64,-0.48,-3.12,-24.36,21.83,€-24.4 - €21.8,25.5% Up / 58.0% Dn,SELL Spot (Short),1.08,3.6,Fixed Pre-Auction Bid
Q60,2026-09-21 14:45,2.5,-0.97,-3.47,-21.01,33.18,€-21.0 - €33.2,22.7% Up / 54.4% Dn,SELL Spot (Short),0.76,4.0,Fixed Pre-Auction Bid
Q61,2026-09-21 15:00,3.4,2.02,-1.38,-25.87,28.22,€-25.9 - €28.2,22.8% Up / 59.5% Dn,SELL Spot (Short),2.71,1.3,Fixed Pre-Auction Bid
Q62,2026-09-21 15:15,3.35,2.27,-1.08,-24.17,68.07,€-24.2 - €68.1,22.4% Up / 58.9% Dn,HOLD (No Bid),3.35,0.0,Fixed Pre-Auction Bid
Q63,2026-09-21 15:30,3.48,6.03,2.55,-28.3,60.53,€-28.3 - €60.5,26.8% Up / 54.5% Dn,BUY Spot (Long),4.75,1.4,Fixed Pre-Auction Bid
Q64,2026-09-21 15:45,5.47,31.37,25.9,-46.24,99.24,€-46.2 - €99.2,22.7% Up / 58.0% Dn,BUY Spot (Long),10.47,1.8,Fixed Pre-Auction Bid
Q65,2026-09-21 16:00,2.0,34.61,32.61,-26.99,131.81,€-27.0 - €131.8,25.1% Up / 51.1% Dn,BUY Spot (Long),7.0,2.4,Fixed Pre-Auction Bid
Q66,2026-09-21 16:15,4.1,71.42,67.32,-24.23,126.72,€-24.2 - €126.7,22.8% Up / 58.2% Dn,BUY Spot (Long),9.1,1.8,Fixed Pre-Auction Bid
Q67,2026-09-21 16:30,10.5,51.1,40.6,-36.15,144.02,€-36.1 - €144.0,25.9% Up / 56.6% Dn,BUY Spot (Long),15.5,2.7,Fixed Pre-Auction Bid
Q68,2026-09-21 16:45,38.55,38.3,-0.25,-42.39,149.16,€-42.4 - €149.2,28.0% Up / 56.6% Dn,HOLD (No Bid),38.55,0.0,Fixed Pre-Auction Bid
Q69,2026-09-21 17:00,6.69,39.53,32.84,-23.82,222.66,€-23.8 - €222.7,31.1% Up / 51.7% Dn,BUY Spot (Long),11.69,4.1,Fixed Pre-Auction Bid
Q70,2026-09-21 17:15,52.96,25.49,-27.47,-40.23,147.24,€-40.2 - €147.2,30.5% Up / 53.0% Dn,SELL Spot (Short),47.96,9.7,Fixed Pre-Auction Bid
Q71,2026-09-21 17:30,127.02,92.24,-34.78,-49.3,206.84,€-49.3 - €206.8,25.8% Up / 58.7% Dn,SELL Spot (Short),122.02,10.4,Fixed Pre-Auction Bid
Q72,2026-09-21 17:45,201.72,154.78,-46.94,-0.77,233.99,€-0.8 - €234.0,19.2% Up / 57.2% Dn,SELL Spot (Short),196.72,10.2,Fixed Pre-Auction Bid
Q73,2026-09-21 18:00,159.8,135.92,-23.88,-27.27,242.41,€-27.3 - €242.4,26.2% Up / 53.3% Dn,SELL Spot (Short),154.8,9.8,Fixed Pre-Auction Bid
Q74,2026-09-21 18:15,186.38,162.35,-24.03,28.04,262.46,€28.0 - €262.5,20.4% Up / 43.8% Dn,SELL Spot (Short),181.38,7.7,Fixed Pre-Auction Bid
Q75,2026-09-21 18:30,217.68,203.29,-14.39,60.92,291.72,€60.9 - €291.7,21.3% Up / 40.7% Dn,SELL Spot (Short),212.68,6.8,Fixed Pre-Auction Bid
Q76,2026-09-21 18:45,261.31,222.03,-39.28,1.08,402.68,€1.1 - €402.7,23.8% Up / 31.9% Dn,SELL Spot (Short),256.31,4.3,Fixed Pre-Auction Bid
Q77,2026-09-21 19:00,218.49,225.87,7.38,72.0,414.75,€72.0 - €414.8,28.5% Up / 29.8% Dn,BUY Spot (Long),222.18,3.2,Fixed Pre-Auction Bid
Q78,2026-09-21 19:15,220.33,220.2,-0.13,81.7,337.67,€81.7 - €337.7,23.7% Up / 29.0% Dn,HOLD (No Bid),220.33,0.0,Fixed Pre-Auction Bid
Q79,2026-09-21 19:30,245.1,220.92,-24.18,73.34,351.08,€73.3 - €351.1,21.6% Up / 28.0% Dn,SELL Spot (Short),240.1,3.2,Fixed Pre-Auction Bid
Q80,2026-09-21 19:45,269.21,239.86,-29.35,98.99,361.09,€99.0 - €361.1,24.1% Up / 29.6% Dn,SELL Spot (Short),264.21,3.7,Fixed Pre-Auction Bid
Q81,2026-09-21 20:00,251.3,325.66,74.36,88.42,361.36,€88.4 - €361.4,24.9% Up / 29.9% Dn,BUY Spot (Long),256.3,2.4,Fixed Pre-Auction Bid
Q82,2026-09-21 20:15,250.28,371.32,121.04,119.44,389.8,€119.4 - €389.8,27.1% Up / 31.3% Dn,BUY Spot (Long),255.28,3.0,Fixed Pre-Auction Bid
Q83,2026-09-21 20:30,243.48,234.71,-8.77,109.73,384.55,€109.7 - €384.6,30.0% Up / 33.3% Dn,SELL Spot (Short),239.09,4.7,Fixed Pre-Auction Bid
Q84,2026-09-21 20:45,219.04,227.82,8.78,91.57,367.82,€91.6 - €367.8,33.6% Up / 37.5% Dn,BUY Spot (Long),223.43,4.8,Fixed Pre-Auction Bid
Q85,2026-09-21 21:00,232.22,234.59,2.37,123.51,364.48,€123.5 - €364.5,27.7% Up / 41.8% Dn,BUY Spot (Long),233.41,1.4,Fixed Pre-Auction Bid
Q86,2026-09-21 21:15,217.99,228.61,10.62,100.7,373.26,€100.7 - €373.3,29.5% Up / 42.9% Dn,BUY Spot (Long),222.99,3.7,Fixed Pre-Auction Bid
Q87,2026-09-21 21:30,213.76,223.27,9.51,98.42,348.01,€98.4 - €348.0,28.0% Up / 43.1% Dn,BUY Spot (Long),218.51,3.2,Fixed Pre-Auction Bid
Q88,2026-09-21 21:45,206.51,217.93,11.42,105.01,337.39,€105.0 - €337.4,27.6% Up / 42.9% Dn,BUY Spot (Long),211.51,3.1,Fixed Pre-Auction Bid
Q89,2026-09-21 22:00,215.91,222.06,6.15,131.83,316.26,€131.8 - €316.3,27.0% Up / 47.0% Dn,BUY Spot (Long),218.98,2.4,Fixed Pre-Auction Bid
Q90,2026-09-21 22:15,204.44,215.63,11.19,114.2,310.72,€114.2 - €310.7,25.0% Up / 49.2% Dn,BUY Spot (Long),209.44,2.4,Fixed Pre-Auction Bid
Q91,2026-09-21 22:30,205.96,219.36,13.4,129.5,340.81,€129.5 - €340.8,30.0% Up / 42.1% Dn,BUY Spot (Long),210.96,3.8,Fixed Pre-Auction Bid
Q92,2026-09-21 22:45,196.08,208.56,12.48,103.64,319.92,€103.6 - €319.9,25.6% Up / 47.0% Dn,BUY Spot (Long),201.08,2.6,Fixed Pre-Auction Bid
Q93,2026-09-21 23:00,197.83,208.01,10.18,118.85,337.01,€118.8 - €337.0,23.0% Up / 51.3% Dn,BUY Spot (Long),202.83,1.8,Fixed Pre-Auction Bid
Q94,2026-09-21 23:15,183.96,192.02,8.06,107.27,327.45,€107.3 - €327.4,18.0% Up / 60.7% Dn,BUY Spot (Long),187.99,1.0,Fixed Pre-Auction Bid
Q95,2026-09-21 23:30,186.49,192.62,6.13,118.96,289.32,€119.0 - €289.3,24.2% Up / 51.5% Dn,BUY Spot (Long),189.56,1.9,Fixed Pre-Auction Bid
Q96,2026-09-21 23:45,172.07,181.29,9.22,96.04,312.35,€96.0 - €312.4,20.0% Up / 59.4% Dn,BUY Spot (Long),176.68,1.0,Fixed Pre-Auction Bid
