quarter,time_dk,spot_price_eur,pred_imbalance_eur,pred_spread_eur,q10_price_eur,q90_price_eur,quantile_range,p_ratio,bid_action,bid_limit_price_eur,bid_volume_mw,status
Q11,2026-09-12 02:30,195.0,190.63,-4.37,130.66,318.21,€130.7 - €318.2,22.6% Up / 51.6% Dn,SELL Spot (Short),192.81,2.4,Fixed Pre-Auction Bid
Q12,2026-09-12 02:45,194.0,190.83,-3.17,129.66,316.06,€129.7 - €316.1,22.1% Up / 51.5% Dn,SELL Spot (Short),192.41,2.4,Fixed Pre-Auction Bid
Q13,2026-09-12 03:00,190.18,189.82,-0.36,127.58,308.69,€127.6 - €308.7,22.1% Up / 51.7% Dn,HOLD (No Bid),190.18,0.0,Fixed Pre-Auction Bid
Q14,2026-09-12 03:15,189.82,189.53,-0.29,126.77,309.02,€126.8 - €309.0,23.2% Up / 51.6% Dn,HOLD (No Bid),189.82,0.0,Fixed Pre-Auction Bid
Q15,2026-09-12 03:30,188.6,188.56,-0.04,127.65,310.23,€127.7 - €310.2,22.7% Up / 50.7% Dn,HOLD (No Bid),188.6,0.0,Fixed Pre-Auction Bid
Q16,2026-09-12 03:45,188.6,184.4,-4.2,117.8,309.1,€117.8 - €309.1,21.8% Up / 56.9% Dn,SELL Spot (Short),186.5,2.4,Fixed Pre-Auction Bid
Q17,2026-09-12 04:00,184.5,184.0,-0.5,113.63,305.8,€113.6 - €305.8,22.7% Up / 53.5% Dn,HOLD (No Bid),184.5,0.0,Fixed Pre-Auction Bid
Q18,2026-09-12 04:15,182.43,181.83,-0.6,111.72,301.07,€111.7 - €301.1,23.4% Up / 52.4% Dn,HOLD (No Bid),182.43,0.0,Fixed Pre-Auction Bid
Q19,2026-09-12 04:30,185.0,183.48,-1.52,116.88,301.74,€116.9 - €301.7,24.1% Up / 51.8% Dn,SELL Spot (Short),184.24,2.4,Fixed Pre-Auction Bid
Q20,2026-09-12 04:45,185.0,184.56,-0.44,101.83,303.36,€101.8 - €303.4,22.3% Up / 55.5% Dn,HOLD (No Bid),185.0,0.0,Fixed Pre-Auction Bid
Q21,2026-09-12 05:00,184.5,187.66,3.16,114.84,304.74,€114.8 - €304.7,22.6% Up / 50.9% Dn,BUY Spot (Long),186.08,3.0,Fixed Pre-Auction Bid
Q22,2026-09-12 05:15,185.2,184.2,-1.0,117.53,309.78,€117.5 - €309.8,27.4% Up / 45.1% Dn,HOLD (No Bid),185.2,0.0,Fixed Pre-Auction Bid
Q23,2026-09-12 05:30,186.37,183.29,-3.08,109.52,307.35,€109.5 - €307.4,26.9% Up / 49.6% Dn,SELL Spot (Short),184.83,2.4,Fixed Pre-Auction Bid
Q24,2026-09-12 05:45,190.68,183.48,-7.2,109.29,303.23,€109.3 - €303.2,26.2% Up / 51.2% Dn,SELL Spot (Short),187.08,4.0,Fixed Pre-Auction Bid
Q25,2026-09-12 06:00,190.15,189.26,-0.89,107.62,317.33,€107.6 - €317.3,27.2% Up / 50.5% Dn,HOLD (No Bid),190.15,0.0,Fixed Pre-Auction Bid
Q26,2026-09-12 06:15,192.72,185.64,-7.08,110.87,317.2,€110.9 - €317.2,29.7% Up / 48.2% Dn,SELL Spot (Short),189.18,4.0,Fixed Pre-Auction Bid
Q27,2026-09-12 06:30,196.76,199.18,2.42,114.52,304.03,€114.5 - €304.0,28.8% Up / 47.5% Dn,BUY Spot (Long),197.97,2.0,Fixed Pre-Auction Bid
Q28,2026-09-12 06:45,193.05,202.04,8.99,120.81,304.82,€120.8 - €304.8,29.6% Up / 47.2% Dn,BUY Spot (Long),197.55,5.0,Fixed Pre-Auction Bid
Q29,2026-09-12 07:00,199.82,217.31,17.49,126.55,295.03,€126.5 - €295.0,25.1% Up / 49.9% Dn,BUY Spot (Long),204.82,5.0,Fixed Pre-Auction Bid
Q30,2026-09-12 07:15,196.7,219.53,22.83,126.48,309.52,€126.5 - €309.5,24.7% Up / 52.7% Dn,BUY Spot (Long),201.7,5.0,Fixed Pre-Auction Bid
Q31,2026-09-12 07:30,191.12,216.74,25.62,119.79,294.02,€119.8 - €294.0,24.5% Up / 53.0% Dn,BUY Spot (Long),196.12,5.0,Fixed Pre-Auction Bid
Q32,2026-09-12 07:45,186.8,216.29,29.49,116.77,295.97,€116.8 - €296.0,24.4% Up / 48.6% Dn,BUY Spot (Long),191.8,5.0,Fixed Pre-Auction Bid
Q33,2026-09-12 08:00,200.75,224.0,23.25,128.33,291.62,€128.3 - €291.6,21.9% Up / 50.2% Dn,BUY Spot (Long),205.75,5.0,Fixed Pre-Auction Bid
Q34,2026-09-12 08:15,188.62,219.09,30.47,126.76,304.93,€126.8 - €304.9,24.4% Up / 50.9% Dn,BUY Spot (Long),193.62,5.0,Fixed Pre-Auction Bid
Q35,2026-09-12 08:30,161.01,196.15,35.14,81.59,267.76,€81.6 - €267.8,26.1% Up / 53.7% Dn,BUY Spot (Long),166.01,5.0,Fixed Pre-Auction Bid
Q36,2026-09-12 08:45,146.02,197.71,51.69,70.78,253.14,€70.8 - €253.1,27.8% Up / 53.0% Dn,BUY Spot (Long),151.02,5.0,Fixed Pre-Auction Bid
Q37,2026-09-12 09:00,182.81,221.48,38.67,107.78,274.49,€107.8 - €274.5,23.6% Up / 46.4% Dn,BUY Spot (Long),187.81,5.0,Fixed Pre-Auction Bid
Q38,2026-09-12 09:15,150.39,207.29,56.9,67.13,255.88,€67.1 - €255.9,27.6% Up / 48.5% Dn,BUY Spot (Long),155.39,5.0,Fixed Pre-Auction Bid
Q39,2026-09-12 09:30,132.99,200.1,67.11,62.64,234.87,€62.6 - €234.9,29.0% Up / 49.8% Dn,BUY Spot (Long),137.99,5.0,Fixed Pre-Auction Bid
Q40,2026-09-12 09:45,112.4,166.71,54.31,39.5,218.32,€39.5 - €218.3,30.6% Up / 46.3% Dn,BUY Spot (Long),117.4,5.0,Fixed Pre-Auction Bid
Q41,2026-09-12 10:00,122.3,141.81,19.51,46.34,224.14,€46.3 - €224.1,17.2% Up / 56.9% Dn,BUY Spot (Long),127.3,5.0,Fixed Pre-Auction Bid
Q42,2026-09-12 10:15,104.95,124.81,19.86,34.9,196.41,€34.9 - €196.4,32.9% Up / 47.0% Dn,BUY Spot (Long),109.95,5.0,Fixed Pre-Auction Bid
Q43,2026-09-12 10:30,83.94,113.92,29.98,20.58,181.48,€20.6 - €181.5,29.4% Up / 54.4% Dn,BUY Spot (Long),88.94,5.0,Fixed Pre-Auction Bid
Q44,2026-09-12 10:45,42.71,170.91,128.2,-19.84,147.49,€-19.8 - €147.5,13.5% Up / 70.0% Dn,BUY Spot (Long),47.71,5.0,Fixed Pre-Auction Bid
Q45,2026-09-12 11:00,64.68,65.37,0.69,0.75,153.5,€0.8 - €153.5,25.4% Up / 60.4% Dn,HOLD (No Bid),64.68,0.0,Fixed Pre-Auction Bid
Q46,2026-09-12 11:15,42.06,186.9,144.84,-17.25,138.84,€-17.2 - €138.8,16.0% Up / 66.8% Dn,BUY Spot (Long),47.06,5.0,Fixed Pre-Auction Bid
Q47,2026-09-12 11:30,16.8,179.99,163.19,-31.26,109.79,€-31.3 - €109.8,14.1% Up / 68.5% Dn,BUY Spot (Long),21.8,5.0,Fixed Pre-Auction Bid
Q48,2026-09-12 11:45,6.51,174.18,167.67,-45.33,41.3,€-45.3 - €41.3,18.0% Up / 61.6% Dn,BUY Spot (Long),11.51,5.0,Fixed Pre-Auction Bid
Q49,2026-09-12 12:00,4.81,128.09,123.28,-44.85,45.36,€-44.9 - €45.4,16.1% Up / 60.9% Dn,BUY Spot (Long),9.81,5.0,Fixed Pre-Auction Bid
Q50,2026-09-12 12:15,0.97,-1.07,-2.04,-48.09,56.37,€-48.1 - €56.4,27.1% Up / 51.3% Dn,SELL Spot (Short),-0.05,2.4,Fixed Pre-Auction Bid
Q51,2026-09-12 12:30,0.87,1.29,0.42,-55.5,31.18,€-55.5 - €31.2,28.8% Up / 50.2% Dn,HOLD (No Bid),0.87,0.0,Fixed Pre-Auction Bid
Q52,2026-09-12 12:45,0.55,1.68,1.13,-49.32,30.75,€-49.3 - €30.8,28.8% Up / 50.2% Dn,HOLD (No Bid),0.55,0.0,Fixed Pre-Auction Bid
Q53,2026-09-12 13:00,0.94,8.53,7.59,-62.17,37.44,€-62.2 - €37.4,25.8% Up / 52.6% Dn,BUY Spot (Long),4.73,5.0,Fixed Pre-Auction Bid
Q54,2026-09-12 13:15,0.57,8.96,8.39,-43.93,32.42,€-43.9 - €32.4,28.0% Up / 51.7% Dn,BUY Spot (Long),4.77,5.0,Fixed Pre-Auction Bid
Q55,2026-09-12 13:30,0.5,7.41,6.91,-52.51,36.08,€-52.5 - €36.1,28.0% Up / 51.7% Dn,BUY Spot (Long),3.96,5.0,Fixed Pre-Auction Bid
Q56,2026-09-12 13:45,0.32,7.98,7.66,-44.81,35.9,€-44.8 - €35.9,28.4% Up / 50.8% Dn,BUY Spot (Long),4.15,5.0,Fixed Pre-Auction Bid
Q57,2026-09-12 14:00,0.47,7.01,6.54,-39.03,36.39,€-39.0 - €36.4,27.5% Up / 55.1% Dn,BUY Spot (Long),3.74,5.0,Fixed Pre-Auction Bid
Q58,2026-09-12 14:15,0.73,8.0,7.27,-43.92,39.82,€-43.9 - €39.8,25.8% Up / 52.8% Dn,BUY Spot (Long),4.37,5.0,Fixed Pre-Auction Bid
Q59,2026-09-12 14:30,0.95,9.92,8.97,-40.22,28.91,€-40.2 - €28.9,24.5% Up / 54.8% Dn,BUY Spot (Long),5.44,5.0,Fixed Pre-Auction Bid
Q60,2026-09-12 14:45,1.61,20.75,19.14,-39.8,32.47,€-39.8 - €32.5,21.3% Up / 58.4% Dn,BUY Spot (Long),6.61,5.0,Fixed Pre-Auction Bid
Q61,2026-09-12 15:00,1.1,22.1,21.0,-39.64,49.78,€-39.6 - €49.8,26.8% Up / 53.9% Dn,BUY Spot (Long),6.1,5.0,Fixed Pre-Auction Bid
Q62,2026-09-12 15:15,1.58,21.48,19.9,-38.57,75.27,€-38.6 - €75.3,26.6% Up / 54.9% Dn,BUY Spot (Long),6.58,5.0,Fixed Pre-Auction Bid
Q63,2026-09-12 15:30,2.34,24.86,22.52,-43.11,74.03,€-43.1 - €74.0,22.2% Up / 56.4% Dn,BUY Spot (Long),7.34,5.0,Fixed Pre-Auction Bid
Q64,2026-09-12 15:45,5.41,68.32,62.91,-59.14,99.71,€-59.1 - €99.7,23.8% Up / 55.0% Dn,BUY Spot (Long),10.41,5.0,Fixed Pre-Auction Bid
Q65,2026-09-12 16:00,0.75,72.03,71.28,-42.75,165.72,€-42.8 - €165.7,23.1% Up / 50.8% Dn,BUY Spot (Long),5.75,5.0,Fixed Pre-Auction Bid
Q66,2026-09-12 16:15,7.53,131.68,124.15,-41.2,148.45,€-41.2 - €148.4,28.7% Up / 50.9% Dn,BUY Spot (Long),12.53,5.0,Fixed Pre-Auction Bid
Q67,2026-09-12 16:30,42.49,149.33,106.84,-28.82,183.38,€-28.8 - €183.4,29.2% Up / 56.0% Dn,BUY Spot (Long),47.49,5.0,Fixed Pre-Auction Bid
Q68,2026-09-12 16:45,85.63,78.64,-6.99,-0.99,265.76,€-1.0 - €265.8,27.7% Up / 57.1% Dn,SELL Spot (Short),82.13,4.0,Fixed Pre-Auction Bid
Q69,2026-09-12 17:00,81.4,101.94,20.54,4.82,230.79,€4.8 - €230.8,29.0% Up / 53.5% Dn,BUY Spot (Long),86.4,5.0,Fixed Pre-Auction Bid
Q70,2026-09-12 17:15,111.41,111.19,-0.22,16.91,222.32,€16.9 - €222.3,30.5% Up / 54.1% Dn,HOLD (No Bid),111.41,0.0,Fixed Pre-Auction Bid
Q71,2026-09-12 17:30,126.61,146.61,20.0,35.83,214.83,€35.8 - €214.8,26.1% Up / 56.0% Dn,BUY Spot (Long),131.61,5.0,Fixed Pre-Auction Bid
Q72,2026-09-12 17:45,150.4,215.14,64.74,48.58,257.39,€48.6 - €257.4,30.2% Up / 53.1% Dn,BUY Spot (Long),155.4,5.0,Fixed Pre-Auction Bid
Q73,2026-09-12 18:00,146.24,194.15,47.91,51.31,253.21,€51.3 - €253.2,31.0% Up / 46.1% Dn,BUY Spot (Long),151.24,5.0,Fixed Pre-Auction Bid
Q74,2026-09-12 18:15,180.45,195.67,15.22,68.05,316.13,€68.0 - €316.1,27.9% Up / 42.6% Dn,BUY Spot (Long),185.45,5.0,Fixed Pre-Auction Bid
Q75,2026-09-12 18:30,191.9,212.95,21.05,96.15,331.14,€96.2 - €331.1,26.1% Up / 37.9% Dn,BUY Spot (Long),196.9,5.0,Fixed Pre-Auction Bid
Q76,2026-09-12 18:45,195.15,217.0,21.85,97.23,326.35,€97.2 - €326.4,30.4% Up / 27.8% Dn,BUY Spot (Long),200.15,5.0,Fixed Pre-Auction Bid
Q77,2026-09-12 19:00,194.44,198.9,4.46,85.7,312.44,€85.7 - €312.4,28.3% Up / 33.8% Dn,BUY Spot (Long),196.67,3.0,Fixed Pre-Auction Bid
Q78,2026-09-12 19:15,204.81,196.44,-8.37,100.18,306.42,€100.2 - €306.4,26.3% Up / 31.2% Dn,SELL Spot (Short),200.62,4.0,Fixed Pre-Auction Bid
Q79,2026-09-12 19:30,205.06,198.6,-6.46,97.95,311.76,€98.0 - €311.8,28.1% Up / 31.5% Dn,SELL Spot (Short),201.83,4.0,Fixed Pre-Auction Bid
Q80,2026-09-12 19:45,210.87,204.44,-6.43,103.6,299.5,€103.6 - €299.5,25.2% Up / 34.6% Dn,SELL Spot (Short),207.66,4.0,Fixed Pre-Auction Bid
Q81,2026-09-12 20:00,210.99,203.68,-7.31,101.54,312.63,€101.5 - €312.6,37.0% Up / 31.4% Dn,HOLD (No Bid),210.99,0.0,Fixed Pre-Auction Bid
Q82,2026-09-12 20:15,211.17,202.43,-8.74,102.75,313.8,€102.8 - €313.8,39.1% Up / 33.5% Dn,HOLD (No Bid),211.17,0.0,Fixed Pre-Auction Bid
Q83,2026-09-12 20:30,210.92,192.94,-17.98,93.43,317.23,€93.4 - €317.2,26.9% Up / 44.2% Dn,SELL Spot (Short),205.92,4.0,Fixed Pre-Auction Bid
Q84,2026-09-12 20:45,207.69,192.74,-14.95,102.92,309.34,€102.9 - €309.3,31.1% Up / 43.4% Dn,SELL Spot (Short),202.69,4.0,Fixed Pre-Auction Bid
Q85,2026-09-12 21:00,210.75,193.41,-17.34,127.83,316.43,€127.8 - €316.4,32.6% Up / 42.2% Dn,SELL Spot (Short),205.75,4.0,Fixed Pre-Auction Bid
Q86,2026-09-12 21:15,204.94,190.53,-14.41,127.38,303.46,€127.4 - €303.5,30.3% Up / 43.1% Dn,SELL Spot (Short),199.94,4.0,Fixed Pre-Auction Bid
Q87,2026-09-12 21:30,200.65,188.54,-12.11,125.52,292.78,€125.5 - €292.8,22.0% Up / 47.9% Dn,SELL Spot (Short),195.65,4.0,Fixed Pre-Auction Bid
Q88,2026-09-12 21:45,189.22,184.69,-4.53,117.36,278.04,€117.4 - €278.0,23.3% Up / 47.0% Dn,SELL Spot (Short),186.96,2.4,Fixed Pre-Auction Bid
Q89,2026-09-12 22:00,198.65,186.12,-12.53,127.69,287.58,€127.7 - €287.6,20.8% Up / 51.2% Dn,SELL Spot (Short),193.65,4.0,Fixed Pre-Auction Bid
Q90,2026-09-12 22:15,189.15,182.61,-6.54,118.56,279.27,€118.6 - €279.3,21.2% Up / 54.3% Dn,SELL Spot (Short),185.88,4.0,Fixed Pre-Auction Bid
Q91,2026-09-12 22:30,184.82,179.29,-5.53,112.19,283.96,€112.2 - €284.0,23.8% Up / 49.3% Dn,SELL Spot (Short),182.06,4.0,Fixed Pre-Auction Bid
Q92,2026-09-12 22:45,179.39,175.32,-4.07,109.24,273.06,€109.2 - €273.1,23.1% Up / 47.7% Dn,SELL Spot (Short),177.35,2.4,Fixed Pre-Auction Bid
Q93,2026-09-12 23:00,189.97,177.23,-12.74,123.98,275.88,€124.0 - €275.9,19.3% Up / 58.4% Dn,SELL Spot (Short),184.97,4.0,Fixed Pre-Auction Bid
Q94,2026-09-12 23:15,184.21,181.01,-3.2,118.68,276.0,€118.7 - €276.0,14.8% Up / 65.4% Dn,SELL Spot (Short),182.61,4.0,Fixed Pre-Auction Bid
Q95,2026-09-12 23:30,179.41,176.04,-3.37,119.52,258.31,€119.5 - €258.3,17.6% Up / 60.9% Dn,SELL Spot (Short),177.72,2.4,Fixed Pre-Auction Bid
Q96,2026-09-12 23:45,177.5,174.06,-3.44,117.95,257.3,€118.0 - €257.3,16.7% Up / 62.3% Dn,SELL Spot (Short),175.78,2.4,Fixed Pre-Auction Bid
