quarter,time_dk,spot_price_eur,pred_imbalance_eur,pred_spread_eur,q10_price_eur,q90_price_eur,quantile_range,p_ratio,bid_action,bid_limit_price_eur,bid_volume_mw,status
Q42,2026-09-19 10:15,0.13,6.84,6.71,-38.19,35.85,€-38.2 - €35.9,27.3% Up / 49.5% Dn,BUY Spot (Long),3.48,2.7,Fixed Pre-Auction Bid
Q43,2026-09-19 10:30,0.03,4.47,4.44,-39.01,29.28,€-39.0 - €29.3,25.0% Up / 47.4% Dn,BUY Spot (Long),2.25,1.7,Fixed Pre-Auction Bid
Q44,2026-09-19 10:45,-0.04,2.69,2.73,-33.08,28.86,€-33.1 - €28.9,22.9% Up / 48.4% Dn,BUY Spot (Long),1.32,1.2,Fixed Pre-Auction Bid
Q45,2026-09-19 11:00,-0.01,2.46,2.47,-31.59,34.35,€-31.6 - €34.4,24.4% Up / 52.8% Dn,BUY Spot (Long),1.23,1.2,Fixed Pre-Auction Bid
Q46,2026-09-19 11:15,-0.04,2.03,2.07,-32.1,31.54,€-32.1 - €31.5,24.9% Up / 41.5% Dn,BUY Spot (Long),0.99,1.2,Fixed Pre-Auction Bid
Q47,2026-09-19 11:30,-0.08,1.6,1.68,-32.02,31.5,€-32.0 - €31.5,24.9% Up / 41.5% Dn,BUY Spot (Long),0.76,1.1,Fixed Pre-Auction Bid
Q48,2026-09-19 11:45,-0.59,-1.3,-0.71,-25.88,47.23,€-25.9 - €47.2,31.7% Up / 41.2% Dn,HOLD (No Bid),-0.59,0.0,Fixed Pre-Auction Bid
Q49,2026-09-19 12:00,-0.1,0.6,0.7,-26.0,29.01,€-26.0 - €29.0,23.8% Up / 48.5% Dn,HOLD (No Bid),-0.1,0.0,Fixed Pre-Auction Bid
Q50,2026-09-19 12:15,-0.19,-0.55,-0.36,-27.78,16.95,€-27.8 - €16.9,18.7% Up / 61.8% Dn,HOLD (No Bid),-0.19,0.0,Fixed Pre-Auction Bid
Q51,2026-09-19 12:30,-0.16,0.36,0.52,-31.76,3.75,€-31.8 - €3.8,13.0% Up / 72.4% Dn,HOLD (No Bid),-0.16,0.0,Fixed Pre-Auction Bid
Q52,2026-09-19 12:45,-0.31,0.93,1.24,-34.1,6.96,€-34.1 - €7.0,13.3% Up / 67.2% Dn,BUY Spot (Long),0.31,1.0,Fixed Pre-Auction Bid
Q53,2026-09-19 13:00,-0.07,3.61,3.68,-37.04,6.26,€-37.0 - €6.3,19.6% Up / 63.4% Dn,BUY Spot (Long),1.77,1.0,Fixed Pre-Auction Bid
Q54,2026-09-19 13:15,-0.08,3.6,3.68,-37.16,8.48,€-37.2 - €8.5,20.5% Up / 63.8% Dn,BUY Spot (Long),1.76,1.1,Fixed Pre-Auction Bid
Q55,2026-09-19 13:30,-0.09,4.33,4.42,-35.53,12.54,€-35.5 - €12.5,20.6% Up / 64.1% Dn,BUY Spot (Long),2.12,1.1,Fixed Pre-Auction Bid
Q56,2026-09-19 13:45,-0.09,5.79,5.88,-33.34,27.64,€-33.3 - €27.6,17.9% Up / 66.7% Dn,BUY Spot (Long),2.85,1.0,Fixed Pre-Auction Bid
Q57,2026-09-19 14:00,-1.23,8.17,9.4,-38.69,31.02,€-38.7 - €31.0,25.4% Up / 59.5% Dn,BUY Spot (Long),3.47,2.5,Fixed Pre-Auction Bid
Q58,2026-09-19 14:15,-1.22,10.64,11.86,-43.02,34.07,€-43.0 - €34.1,18.1% Up / 67.4% Dn,BUY Spot (Long),3.78,1.0,Fixed Pre-Auction Bid
Q59,2026-09-19 14:30,-1.14,12.75,13.89,-34.33,22.17,€-34.3 - €22.2,17.9% Up / 65.6% Dn,BUY Spot (Long),3.86,1.0,Fixed Pre-Auction Bid
Q60,2026-09-19 14:45,-1.08,26.55,27.63,-33.68,38.74,€-33.7 - €38.7,22.1% Up / 64.2% Dn,BUY Spot (Long),3.92,1.6,Fixed Pre-Auction Bid
Q61,2026-09-19 15:00,-1.67,29.86,31.53,-36.55,47.51,€-36.5 - €47.5,22.7% Up / 59.5% Dn,BUY Spot (Long),3.33,1.8,Fixed Pre-Auction Bid
Q62,2026-09-19 15:15,-1.18,28.53,29.71,-35.63,73.97,€-35.6 - €74.0,21.9% Up / 61.5% Dn,BUY Spot (Long),3.82,1.5,Fixed Pre-Auction Bid
Q63,2026-09-19 15:30,-0.98,40.0,40.98,-37.05,81.47,€-37.0 - €81.5,25.8% Up / 53.7% Dn,BUY Spot (Long),4.02,2.6,Fixed Pre-Auction Bid
Q64,2026-09-19 15:45,-0.17,79.75,79.92,-31.46,173.73,€-31.5 - €173.7,22.9% Up / 56.4% Dn,BUY Spot (Long),4.83,1.8,Fixed Pre-Auction Bid
Q65,2026-09-19 16:00,-0.09,83.13,83.22,-29.07,197.14,€-29.1 - €197.1,24.3% Up / 58.8% Dn,BUY Spot (Long),4.91,2.2,Fixed Pre-Auction Bid
Q66,2026-09-19 16:15,-0.02,85.94,85.96,-28.53,197.21,€-28.5 - €197.2,28.4% Up / 52.6% Dn,BUY Spot (Long),4.98,3.4,Fixed Pre-Auction Bid
Q67,2026-09-19 16:30,0.11,87.59,87.48,-29.48,245.11,€-29.5 - €245.1,36.7% Up / 44.6% Dn,BUY Spot (Long),5.11,5.7,Fixed Pre-Auction Bid
Q68,2026-09-19 16:45,0.12,94.16,94.04,-29.01,264.26,€-29.0 - €264.3,37.3% Up / 38.5% Dn,BUY Spot (Long),5.12,5.8,Fixed Pre-Auction Bid
Q69,2026-09-19 17:00,0.1,75.22,75.12,-27.34,260.51,€-27.3 - €260.5,36.5% Up / 35.5% Dn,BUY Spot (Long),5.1,5.6,Fixed Pre-Auction Bid
Q70,2026-09-19 17:15,0.72,77.97,77.25,-29.09,217.06,€-29.1 - €217.1,34.9% Up / 36.9% Dn,BUY Spot (Long),5.72,5.2,Fixed Pre-Auction Bid
Q71,2026-09-19 17:30,6.7,91.19,84.49,-46.67,146.22,€-46.7 - €146.2,31.0% Up / 40.8% Dn,BUY Spot (Long),11.7,4.1,Fixed Pre-Auction Bid
Q72,2026-09-19 17:45,19.9,68.82,48.92,-39.79,332.06,€-39.8 - €332.1,36.3% Up / 40.6% Dn,BUY Spot (Long),24.9,5.6,Fixed Pre-Auction Bid
Q73,2026-09-19 18:00,27.82,44.69,16.87,-48.16,173.51,€-48.2 - €173.5,33.0% Up / 51.6% Dn,BUY Spot (Long),32.82,4.6,Fixed Pre-Auction Bid
Q74,2026-09-19 18:15,48.99,44.69,-4.3,-38.65,190.56,€-38.6 - €190.6,31.7% Up / 52.0% Dn,SELL Spot (Short),46.84,4.9,Fixed Pre-Auction Bid
Q75,2026-09-19 18:30,58.44,58.74,0.3,-31.77,184.23,€-31.8 - €184.2,32.5% Up / 51.0% Dn,HOLD (No Bid),58.44,0.0,Fixed Pre-Auction Bid
Q76,2026-09-19 18:45,64.71,70.17,5.46,-28.77,177.27,€-28.8 - €177.3,32.2% Up / 50.8% Dn,BUY Spot (Long),67.44,3.1,Fixed Pre-Auction Bid
Q77,2026-09-19 19:00,66.97,65.21,-1.76,-24.3,172.67,€-24.3 - €172.7,30.8% Up / 52.8% Dn,SELL Spot (Short),66.09,1.7,Fixed Pre-Auction Bid
Q78,2026-09-19 19:15,75.02,75.72,0.7,-22.25,171.39,€-22.2 - €171.4,30.8% Up / 52.1% Dn,HOLD (No Bid),75.02,0.0,Fixed Pre-Auction Bid
Q79,2026-09-19 19:30,78.3,80.6,2.3,-16.55,152.28,€-16.6 - €152.3,30.3% Up / 51.1% Dn,BUY Spot (Long),79.45,1.5,Fixed Pre-Auction Bid
Q80,2026-09-19 19:45,78.62,81.22,2.6,-15.75,148.9,€-15.8 - €148.9,30.2% Up / 50.4% Dn,BUY Spot (Long),79.92,1.6,Fixed Pre-Auction Bid
Q81,2026-09-19 20:00,82.26,85.64,3.38,-12.67,156.76,€-12.7 - €156.8,30.7% Up / 51.8% Dn,BUY Spot (Long),83.95,2.0,Fixed Pre-Auction Bid
Q82,2026-09-19 20:15,80.68,90.0,9.32,-9.57,171.38,€-9.6 - €171.4,30.3% Up / 50.9% Dn,BUY Spot (Long),85.34,3.9,Fixed Pre-Auction Bid
Q83,2026-09-19 20:30,80.01,85.12,5.11,-9.1,182.62,€-9.1 - €182.6,30.4% Up / 50.5% Dn,BUY Spot (Long),82.57,2.7,Fixed Pre-Auction Bid
Q84,2026-09-19 20:45,81.0,85.53,4.53,-12.86,180.86,€-12.9 - €180.9,30.1% Up / 52.1% Dn,BUY Spot (Long),83.27,2.4,Fixed Pre-Auction Bid
Q85,2026-09-19 21:00,78.86,75.92,-2.94,-7.35,165.48,€-7.3 - €165.5,26.7% Up / 51.6% Dn,SELL Spot (Short),77.39,3.2,Fixed Pre-Auction Bid
Q86,2026-09-19 21:15,83.17,82.14,-1.03,0.23,155.0,€0.2 - €155.0,29.7% Up / 52.2% Dn,HOLD (No Bid),83.17,0.0,Fixed Pre-Auction Bid
Q87,2026-09-19 21:30,82.96,81.15,-1.81,6.35,130.75,€6.3 - €130.8,26.3% Up / 53.2% Dn,SELL Spot (Short),82.05,1.8,Fixed Pre-Auction Bid
Q88,2026-09-19 21:45,60.35,58.84,-1.51,-12.39,140.21,€-12.4 - €140.2,28.7% Up / 55.6% Dn,SELL Spot (Short),59.59,1.4,Fixed Pre-Auction Bid
Q89,2026-09-19 22:00,64.75,61.97,-2.78,-6.49,133.64,€-6.5 - €133.6,26.0% Up / 58.0% Dn,SELL Spot (Short),63.36,3.2,Fixed Pre-Auction Bid
Q90,2026-09-19 22:15,61.61,58.77,-2.84,-13.23,131.04,€-13.2 - €131.0,26.4% Up / 57.2% Dn,SELL Spot (Short),60.19,3.2,Fixed Pre-Auction Bid
Q91,2026-09-19 22:30,58.46,53.68,-4.78,-18.89,136.43,€-18.9 - €136.4,29.5% Up / 52.9% Dn,SELL Spot (Short),56.07,5.6,Fixed Pre-Auction Bid
Q92,2026-09-19 22:45,55.51,52.92,-2.59,-20.68,119.52,€-20.7 - €119.5,28.9% Up / 52.8% Dn,SELL Spot (Short),54.21,2.8,Fixed Pre-Auction Bid
Q93,2026-09-19 23:00,40.18,41.39,1.21,-33.15,120.66,€-33.1 - €120.7,21.2% Up / 66.6% Dn,BUY Spot (Long),40.78,1.0,Fixed Pre-Auction Bid
Q94,2026-09-19 23:15,42.17,37.95,-4.22,-33.35,228.62,€-33.4 - €228.6,19.6% Up / 65.5% Dn,SELL Spot (Short),40.06,5.5,Fixed Pre-Auction Bid
Q95,2026-09-19 23:30,40.01,38.36,-1.65,-31.46,220.05,€-31.5 - €220.1,26.1% Up / 57.2% Dn,SELL Spot (Short),39.18,1.6,Fixed Pre-Auction Bid
Q96,2026-09-19 23:45,37.31,33.71,-3.6,-33.0,233.82,€-33.0 - €233.8,26.6% Up / 57.3% Dn,SELL Spot (Short),35.51,4.2,Fixed Pre-Auction Bid
